display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
Odyssey G65B,Samsung Electric Company,2024,630.0,48.89,3.44,0.72,0/1
Odyssey G6,Samsung Electric Company,2024,633.0,48.58,3.52,0.73,0/1
MSI MP275QPDG,Microstep,2024,630.0,47.89,3.78,0.76,0/1
LC27G7xT,Samsung Electric Company,2024,633.0,47.27,3.88,0.78,0/7
41001,Clevo Company,2024,620.0,47.15,3.99,0.55,0/1
FD2453W,XDM Ltd.,2024,630.0,46.3,3.85,0.79,0/2
UltraFine Pro (1),LG Display,2024,620.0,46.0,3.17,0.51,0/1
OF25,XDM Ltd.,2024,630.0,45.52,3.91,0.81,0/1
EPSON PJ,Seiko Epson Corporation,2024,610.0,45.25,2.97,0.83,0/11
X329U,ICD Inc,2024,633.0,45.16,5.34,0.82,0/1
C49HG9x,Samsung Electric Company,2024,630.0,45.07,4.59,0.82,0/2
32EP950,LG Display,2024,620.0,44.59,3.28,0.54,0/1
32EP950,2-Tel B.V,2024,620.0,44.27,3.29,0.55,0/1
C34J79x,Samsung Electric Company,2024,630.0,43.71,4.92,0.85,0/2
DELL S2421HN,"Dell, Inc.",2024,630.0,42.8,4.27,0.86,0/8
DELL P2722H,"Dell, Inc.",2024,630.0,42.61,4.3,0.87,0/1
SONY PJ  *00,Sony,2024,610.0,41.91,3.06,0.37,0/1
FD2453W,DCM Data Products,2024,630.0,41.75,4.47,0.88,0/1
OM32u pro,STD Computer Inc,2024,637.0,41.23,6.11,0.9,0/4
MPG321UX OLED,Microstep,2024,637.0,41.04,5.98,0.9,0/9
32M2N8800,Philips Consumer Electronics Company,2024,637.0,41.04,5.97,0.89,0/2
MAG271QX OLED,Microstep,2024,640.0,40.76,5.72,0.84,0/2
MPG271QX OLED,Microstep,2024,637.0,40.69,5.96,0.9,0/3
Odyssey G95NC,Samsung Electric Company,2024,633.0,40.49,6.9,0.9,0/6
Odyssey G7,Samsung Electric Company,2024,630.0,40.34,6.87,0.93,0/2
ATNA56AC01-0,ASUSTek COMPUTER INC,2024,623.0,40.26,4.86,0.76,0/1
34M2C6500,Philips Consumer Electronics Company,2024,637.0,40.24,6.21,0.91,0/1
Odyssey G60SD,Samsung Electric Company,2024,637.0,40.1,6.19,0.91,0/4
Odyssey G80SD,Samsung Electric Company,2024,637.0,40.09,6.53,0.91,0/9
MAG 271QPX E2,Microstep,2024,637.0,40.08,6.25,0.91,0/2
BenQ PD2700U,BenQ Corporation,2024,630.0,39.9,5.42,0.93,0/11
AW2725DF,"Dell, Inc.",2024,637.0,39.8,6.32,0.92,0/6
MSI MAG 32C6X,Microstep,2024,630.0,39.72,4.63,0.92,0/1
Odyssey G95SC,Samsung Electric Company,2024,640.0,39.58,6.14,0.86,0/2
ATNA60DL01-0,ASUS,2024,617.0,39.41,4.44,0.59,0/1
Dell AW3423DW,"Dell, Inc.",2024,637.0,39.3,6.41,0.92,0/13
Odyssey G93SC,Samsung Electric Company,2024,637.0,39.24,6.58,0.93,0/3
SA242Y E6,Acer Technologies,2024,630.0,39.1,5.09,0.93,0/1
ATNA33AA05-0,ASUS,2024,623.0,39.1,5.0,0.78,0/1
AORUS CO49DQ,"GIGA-BYTE TECHNOLOGY CO., LTD.",2024,637.0,39.06,6.77,0.93,0/5
QCQ90S,Samsung Electric Company,2024,637.0,39.04,6.56,0.93,0/3
PHL 34M2C8600,Philips Consumer Electronics Company,2024,640.0,39.04,6.42,0.91,0/2
ATNA56AC01-0,ASUS,2024,623.0,39.0,4.93,0.78,0/2
QBQ90S,Samsung Electric Company,2024,640.0,38.88,6.39,0.87,0/3
DELL P2423,"Dell, Inc.",2024,630.0,37.33,5.49,0.96,0/2
Odyssey G40B,Samsung Electric Company,2024,630.0,36.82,5.7,0.97,0/2
ATNA60YV09-0,Samsung Electric Company,2024,623.0,36.47,5.08,0.82,0/1
ATNA45AF03-0,Acer Inc,2024,623.0,35.82,5.14,0.84,0/1
S32B80P,Samsung Electric Company,2024,627.0,32.96,7.4,0.97,0/1
webOS TV,LG Electronics,2024,627.0,29.63,15.54,0.97,0/6
X32Q FS,Acer Technologies,2024,627.0,29.09,16.54,0.97,0/3
R27U81,Technical Concepts Ltd,2024,640.0,28.68,11.49,0.94,0/1
Beyond TV,TCL Corporation,2024,630.0,28.14,11.1,1.0,1/3
DELL U2711,"Dell, Inc.",2024,657.0,26.69,3.24,0.5,0/14
MJJGYY01FM,Xiaomi Inc.,2024,627.0,26.49,16.23,1.0,2/8
M2765,XDM Ltd.,2024,627.0,25.91,16.5,0.97,0/1
R27U91,TCL Corporation,2024,627.0,25.72,18.54,0.97,0/1
Q27G3XMN,AOC,2024,627.0,25.65,18.05,0.97,0/7
R27Q71,Technical Concepts Ltd,2024,620.0,25.62,11.94,0.76,0/4
GM001J,Innolab Pte Ltd,2024,627.0,25.45,19.79,0.97,0/1
SX2462W,Eizo Nanao Corporation,2024,657.0,25.3,3.35,0.51,0/10
TFG32U16P,Hansol,2024,627.0,25.08,19.19,0.97,0/1
27M2U-D,Innolab Pte Ltd,2024,623.0,25.06,14.18,0.85,0/1
LG HDR WQHD,LG Electronics,2024,633.0,24.84,8.64,1.0,3/7
PHL 276E8V,Philips Consumer Electronics Company,2024,630.0,24.45,9.98,1.0,1/5
LG FHD,LG Electronics,2024,633.0,24.06,12.56,1.0,2/5
MAG274Q QD E2,Microstep,2024,630.0,23.99,25.01,1.0,1/3
W2242,LG Electronics,2024,613.0,22.32,5.26,0.55,0/2
DELL U2311H,"Dell, Inc.",2024,613.0,21.97,5.08,0.55,0/2
VX2235wm-EU,ViewSonic Corporation,2024,613.0,21.77,5.38,0.55,0/1
L2250p Wide,Lenovo Group Limited,2024,613.0,21.62,5.34,0.55,0/1
L367,Eizo Nanao Corporation,2024,613.0,21.29,5.16,0.55,0/3
P221W,NEC Corporation,2024,613.0,18.88,5.77,0.55,0/7
GDM-5510,Sun Electronics Corporation,2024,623.0,18.68,10.99,0.85,0/2
Panasonic-TV,Panasonic Industry Company,2024,630.0,18.67,11.86,1.0,1/12
F27G30Q Pro,SKYDATA S.P.A.,2024,663.0,17.5,2.35,0.44,0/1
LG PROJECTOR,LG Electronics,2024,643.0,16.98,401.74,0.85,0/5
"iMac14,4",Apple Computer Inc,2023,640.0,92.38,1.54,0.43,0/1
CS2730,Eizo,2023,650.0,86.65,1.57,0.13,0/2
BenQ XL2411T,BenQ Corporation,2023,617.0,86.31,1.73,0.17,0/1
Q32E2WG5B,AOC,2023,617.0,85.53,1.76,0.17,0/1
PA279,Ancor Communications Inc,2023,647.0,85.27,1.62,0.22,0/1
S24C570,Samsung Electric Company,2023,623.0,82.69,1.85,0.36,0/1
PL2470H,Iiyama North America,2023,610.0,82.02,1.75,0.26,0/2
LUMAGEN Pro,"Lumagen, Inc.",2023,613.0,79.95,2.05,0.07,0/1
DELL SE2422H,"Dell, Inc.",2023,617.0,79.58,1.88,0.18,0/1
DELL U2713HM,"Dell, Inc.",2023,620.0,79.18,1.92,0.36,0/4
DELL P2423D,"Dell, Inc.",2023,620.0,75.44,2.02,0.28,0/1
D24-40,Lenovo Group Limited,2023,617.0,75.4,2.03,0.19,0/1
24GM77,LG Electronics,2023,617.0,73.7,2.05,0.19,0/1
MC13K-173WD1,LG Display,2023,610.0,73.51,2.11,0.07,0/1
N156HGA-EA3,Lenovo Group Limited,2023,610.0,71.81,2.11,0.07,0/1
Monitor domyślny,Philips Consumer Electronics Company,2023,613.0,70.58,2.18,0.08,0/1
LP156WF1-TLF3,LG Display,2023,610.0,69.72,2.26,0.08,0/1
Monitor domyślny,Iiyama North America,2023,613.0,69.67,2.22,0.08,0/1
U2790B,AOC,2023,617.0,69.66,2.29,0.21,0/5
DELL E2420H,"Dell, Inc.",2023,610.0,69.51,2.15,0.08,0/1
5561,Chimei Innolux Corporation,2023,610.0,69.1,2.14,0.08,0/1
XG2431,ViewSonic Corporation,2023,617.0,68.41,2.29,0.21,0/1
"MacBookPro10,1",Apple Computer Inc,2023,613.0,68.34,2.2,0.08,0/7
TV161FHM-NH0,BOE,2023,610.0,68.18,2.16,0.08,0/1
MSI MD2412P,Microstep,2023,617.0,67.99,2.29,0.21,0/1
NV156FHM-N48,BOE,2023,610.0,67.89,2.55,0.1,0/2
5YKTJ-B173HAN,AU Optronics,2023,613.0,67.59,2.25,0.08,0/1
MSI MD272QP,Microstep,2023,610.0,67.54,2.26,0.08,0/1
LQ156D1JX01B,Sharp Corporation,2023,613.0,67.44,2.19,0.08,0/1
LS27AG30x,Samsung Electric Company,2023,610.0,67.4,2.21,0.08,0/1
M133NWF4 RA,Lenovo Group Limited,2023,610.0,66.62,2.54,0.1,0/1
BenQ PD3200U,BenQ Corporation,2023,613.0,66.59,2.29,0.28,0/5
Q24G2,AOC,2023,617.0,66.33,2.37,0.21,0/2
VX2776 Series,ViewSonic Corporation,2023,610.0,66.17,2.28,0.09,0/1
HP X27i,HP Inc.,2023,617.0,66.04,2.29,0.21,0/1
1768,LG Display,2023,610.0,66.02,2.3,0.09,0/1
KG2712,H.P.R. Electronics GmbH,2023,613.0,65.78,2.27,0.08,0/1
XF930-133AT,Seiko Epson Corporation,2023,610.0,65.52,2.48,0.1,0/1
2807,BOE,2023,610.0,64.57,2.58,0.11,0/1
T3252U,HKC OVERSEAS LIMITED,2023,613.0,64.49,2.37,0.09,0/3
EV2450,Eizo Nanao Corporation,2023,613.0,64.11,2.44,0.1,0/7
C27JG5x,Samsung Electric Company,2023,613.0,63.73,2.42,0.09,0/2
PHL 230B8Q,Philips Consumer Electronics Company,2023,613.0,63.42,2.45,0.1,0/2
22425,AU Optronics,2023,610.0,63.03,2.56,0.1,0/1
DENON-AVRHD,"DENON, Ltd.",2023,620.0,62.92,3.31,0.49,0/5
C32F391,Samsung Electric Company,2023,610.0,62.77,2.53,0.1,0/1
8862,AU Optronics,2023,610.0,62.63,2.54,0.1,0/1
B156HAN08.4,AU Optronics,2023,610.0,62.39,2.54,0.1,0/6
VA2210-FHD,ViewSonic Corporation,2023,613.0,61.97,2.47,0.1,0/1
4RRP5-B156XTN,AU Optronics,2023,610.0,61.92,2.3,0.09,0/1
LP125WH2-SPT2,Lenovo Group Limited,2023,610.0,61.89,2.57,0.1,0/3
BenQ GL2450,BenQ Corporation,2023,610.0,61.53,2.55,0.1,0/1
HP E240,Hewlett Packard Enterprise,2023,610.0,61.21,2.54,0.1,0/1
ZOWIE XL LCD,BenQ Corporation,2023,610.0,60.65,2.56,0.2,0/8
NV126B5M-N41,BOE,2023,610.0,59.85,2.55,0.1,0/1
HDMI,BOE,2023,610.0,59.47,2.34,0.09,0/1
VG259QR,ASUSTek COMPUTER INC,2023,613.0,59.2,2.63,0.11,0/2
DELL AW2523HF,"Dell, Inc.",2023,610.0,58.69,2.66,0.11,0/1
B156HAN04.3,AU Optronics,2023,610.0,58.43,2.51,0.1,0/1
B173HAN04.2,AU Optronics,2023,610.0,58.25,2.56,0.1,0/2
3874Y-156WF6,LG Display,2023,610.0,57.46,2.58,0.11,0/1
4253,AU Optronics,2023,610.0,56.99,2.63,0.11,0/3
F7VDJ-B133HAN,AU Optronics,2023,610.0,56.78,2.62,0.11,0/1
PQ101IV288112,AU Optronics,2023,610.0,56.07,2.65,0.11,0/1
ILAFPJ--X214A,JVC KENWOOD Corporation,2023,610.0,55.16,2.72,0.11,0/1
X329DC,ICD Inc,2023,670.0,55.07,1.28,0.02,0/1
LG TV 50QNED826QB,LG Electronics,2023,620.0,54.82,3.12,0.35,0/1
45WQHD240,Core Dynamics Corporation,2023,620.0,51.86,2.74,0.38,0/1
OG27QK,HKC OVERSEAS LIMITED,2023,620.0,50.4,2.82,0.41,0/1
CreatorXtreme,Lenovo Group Limited,2023,630.0,47.94,4.25,0.77,0/1
CG48,Acer Technologies,2023,623.0,45.4,3.58,0.64,0/2
ROG XG27AQM,ASUSTek COMPUTER INC,2023,633.0,45.36,5.05,0.82,0/2
AG344UXM,AOC,2023,630.0,44.75,5.13,0.83,0/1
MPG321QRF-QD,Microstep,2023,633.0,43.94,5.61,0.84,0/1
XV322U,Acer Technologies,2023,633.0,43.72,5.74,0.85,0/1
BenQ EX3210U,BenQ Corporation,2023,633.0,43.6,5.78,0.85,0/1
AG275QZ,AOC,2023,630.0,43.57,5.4,0.85,0/1
ATNA56YX03-0,Samsung Electronic Co.,2023,623.0,42.04,4.7,0.73,0/1
"DISPLAY1, at 0, 0, width 1440, height 900 (Primary Display)",ASUS,2023,620.0,41.88,3.27,0.59,0/1
XW5000ES,Sony,2023,610.0,41.84,3.11,0.37,0/1
LS49AG95,Samsung Electric Company,2023,633.0,40.91,6.84,0.91,0/2
1D20G-156XG01,Samtron Displays Inc,2023,620.0,40.71,4.65,0.66,0/1
Odyssey G8,Samsung Electric Company,2023,633.0,40.34,6.97,0.91,0/5
AW3423DWF,"Dell, Inc.",2023,637.0,39.46,6.37,0.92,0/5
PG49WCD,ASUSTek COMPUTER INC,2023,637.0,39.45,6.43,0.92,0/1
ATNA40YK11-0,Acer Inc,2023,620.0,39.01,5.05,0.69,0/1
MEG 342C OLED,Microstep,2023,640.0,38.95,6.32,0.87,0/6
DELL P2723D,"Dell, Inc.",2023,630.0,37.54,5.47,0.96,0/2
P27h-20,Lenovo Group Limited,2023,630.0,36.62,5.96,0.97,0/1
AW2524H,"Dell, Inc.",2023,630.0,36.18,5.76,0.98,0/1
XG259CM,ASUSTek COMPUTER INC,2023,630.0,35.8,6.39,0.99,0/1
DELL P3421W,"Dell, Inc.",2023,630.0,34.85,6.37,1.0,1/3
DELL U2422H,"Dell, Inc.",2023,640.0,34.8,1.74,0.79,0/1
35480,Lenovo Group Limited,2023,623.0,34.73,5.36,0.85,0/2
Xiaomi Mi 14,Xiaomi Inc.,2023,623.0,32.53,7.48,0.85,0/2
Web,Xiaomi Inc.,2023,623.0,32.53,7.48,0.85,0/2
DENON-AVR,"DENON, Ltd.",2023,633.0,32.11,5.06,1.0,2/5
DELL UP2715K,"Dell, Inc.",2023,630.0,27.11,11.1,1.0,1/3
MAG325CQRF-QD,Microstep,2023,627.0,26.96,18.15,0.97,0/4
AG274QS3R1B+,AOC,2023,627.0,26.54,19.65,0.97,0/1
F27G60U,SKYDATA S.P.A.,2023,620.0,26.39,8.59,0.76,0/1
VX2781-4K-PRO,ViewSonic Corporation,2023,620.0,25.9,10.36,0.76,0/1
27M2V,AU Optronics,2023,627.0,25.75,19.97,0.97,0/1
GM001J,AU Optronics,2023,627.0,25.74,18.63,0.97,0/1
PHL 27B1U7903,Philips Consumer Electronics Company,2023,627.0,25.37,22.71,0.97,0/1
BenQ PJ,BenQ Corporation,2023,627.0,24.84,24.41,0.97,0/3
Color LCD,Apple Computer Inc,2023,633.0,24.75,10.98,1.0,8/53
VP2756-4K,ViewSonic Corporation,2023,630.0,23.82,11.55,1.0,1/2
HP ZR24w,Hewlett Packard Enterprise,2023,613.0,22.21,5.32,0.55,0/1
LCD2090UXi,NEC Corporation,2023,613.0,22.09,4.99,0.55,0/2
B154EW08 V1,AU Optronics,2023,613.0,21.74,5.08,0.55,0/1
Cinema HD,Apple Computer Inc,2023,617.0,21.38,5.71,0.76,0/12
VG2230wm,ViewSonic Corporation,2023,613.0,20.83,5.46,0.55,0/2
BenQ SW270C,BenQ Corporation,2023,631.0,9.39,7.44,1.0,4/10
"iMac13,1",Apple Computer Inc,2022,623.0,94.73,1.56,0.34,0/1
LED Cinema,Apple Computer Inc,2022,627.0,91.37,1.62,0.49,0/2
"iMac15,1",Apple Computer Inc,2022,630.0,90.16,1.65,0.49,0/3
CX240,Eizo Nanao Corporation,2022,650.0,88.91,1.55,0.13,0/3
IPS235,LG Electronics,2022,620.0,83.79,1.81,0.26,0/1
ASUS PA238,Ancor Communications Inc,2022,620.0,81.2,1.87,0.36,0/2
EV2436W,Eizo Nanao Corporation,2022,620.0,80.43,1.9,0.27,0/3
MACROSILICON,AOC,2022,610.0,80.36,1.91,0.06,0/1
VX2780 Series,ViewSonic Corporation,2022,640.0,80.17,1.84,0.51,0/2
LG 27MP55,LG Electronics,2022,618.0,78.43,1.96,0.21,0/2
Philips 272C4,Philips Consumer Electronics Company,2022,623.0,77.76,1.91,0.36,0/1
DELL P2214H,"Dell, Inc.",2022,620.0,76.79,1.98,0.36,0/2
HP X34,HP Inc.,2022,620.0,76.52,1.99,0.28,0/1
EV2750,Eizo Nanao Corporation,2022,620.0,76.38,1.98,0.28,0/1
HP Z27k G3,HP Inc.,2022,623.0,75.93,1.99,0.37,0/1
Acer XF240H,Acer Technologies,2022,617.0,75.84,2.01,0.19,0/1
HP 27mq,HP Inc.,2022,617.0,74.36,2.08,0.28,0/3
ROG PG27AQ,ASUSTek COMPUTER INC,2022,613.0,73.66,2.07,0.07,0/2
"MacBookPro11,2",Apple Computer Inc,2022,613.0,72.14,2.04,0.07,0/2
5638,Chimei Innolux Corporation,2022,610.0,71.52,2.34,0.09,0/2
HP Z32,HP Inc.,2022,613.0,71.02,2.19,0.08,0/1
VG27VQ,ASUSTek COMPUTER INC,2022,613.0,70.73,2.22,0.08,0/2
U27P2G6B,AOC,2022,617.0,70.69,2.26,0.2,0/2
HP E243i,HP Inc.,2022,617.0,70.16,2.19,0.2,0/1
Acer V226HQL,Acer Technologies,2022,610.0,69.5,2.29,0.09,0/3
F2J5X-B156HW2,AU Optronics,2022,610.0,69.03,2.25,0.08,0/2
"MacBookPro11,3",Apple Computer Inc,2022,620.0,68.81,2.23,0.29,0/5
